code,title,description,text
3133.0200,3133.0200,"Chemical processing plant controllers Furnace Operator (Chemical) operate and monitor chemical plants and adjust and maintain, processing units and equipment which distil, filter, separate, Furnace Operator (Chemical) controls heat or refine chemicals. continuous-process furnace and related equipment to decompose salt cake, forming hydrogen chloride: Starts salt","3133.0200 Chemical processing plant controllers Furnace Operator (Chemical) operate and monitor chemical plants and adjust and maintain, processing units and equipment which distil, filter, separate, Furnace Operator (Chemical) controls heat or refine chemicals. continuous-process furnace and related equipment to decompose salt cake, forming hydrogen chloride: Starts salt"
3133.0100,3133.0100,"conveyors or shovels salt cake into Process Man, Chemical furnace; turns valves to fill furnace reaction pot with sulfuric acid from supply VOLUME II A 371","3133.0100 conveyors or shovels salt cake into Process Man, Chemical furnace; turns valves to fill furnace reaction pot with sulfuric acid from supply VOLUME II A 371"
3133.0300,3133.0300 should be routed. Maintains record of raw,"Boiling-Tub Operator (Chemical) materials drawn, quantity consumed to indicate production capacity of plant; Boiling-Tub Operator (Chemical) tends enters in log book condition of plant and tanks in which crude tetryl explosive or abnormalities noticed in distillation during nitrocellulose is boiled and washed to shift for report to Chemist. May make remove acids and impurities: Admits adjustments to still auxiliaries such as batch of crude tetryl slurry to boiling tank. condensers and pumps. May operate Starts tank agitators and turns valve to ordinary type of wood-fire distillation admit steam to tank jacket to boil slurry plant. May be designated according to for specified time. Pumps off water after type of chemicals used and industry material has settled. Pumps fresh water attached to e.g. AMMONIA STILL through tank to wash tetryl and flush OPERATOR; ALCOHOL STILL OPERATOR; away impurities. When boiling BENZENE STILL OPERATOR. nitrocellulose, admits acid to tub and boils contents for specified time, adds ISCO 08 Unit Group Details: neutralizing agent, and repeats process Code 3133 until all nitrocellulose impurities are Title Chemical Processing Plant removed. May test acidity of solution, Controllers using hydrometer or titration test.","3133.0300 should be routed. Maintains record of raw Boiling-Tub Operator (Chemical) materials drawn, quantity consumed to indicate production capacity of plant; Boiling-Tub Operator (Chemical) tends enters in log book condition of plant and tanks in which crude tetryl explosive or abnormalities noticed in distillation during nitrocellulose is boiled and washed to shift for report to Chemist. May make remove acids and impurities: Admits adjustments to still auxiliaries such as batch of crude tetryl slurry to boiling tank. condensers and pumps. May operate Starts tank agitators and turns valve to ordinary type of wood-fire distillation admit steam to tank jacket to boil slurry plant. May be designated according to for specified time. Pumps off water after type of chemicals used and industry material has settled. Pumps fresh water attached to e.g. AMMONIA STILL through tank to wash tetryl and flush OPERATOR; ALCOHOL STILL OPERATOR; away impurities. When boiling BENZENE STILL OPERATOR. nitrocellulose, admits acid to tub and boils contents for specified time, adds ISCO 08 Unit Group Details: neutralizing agent, and repeats process Code 3133 until all nitrocellulose impurities are Title Chemical Processing Plant removed. May test acidity of solution, Controllers using hydrometer or titration test."
3133.0500,3133.0500,"ISCO 08 Unit Group Details: Continuous Still Operator, Chemical Code 3133 VOLUME II A 372","3133.0500 ISCO 08 Unit Group Details: Continuous Still Operator, Chemical Code 3133 VOLUME II A 372"
3133.0600,3133.0600,"to outlet valve on container to replace air Bleaching Operator, Chemical with inert gas. Drives pickup or forklift truck to transport container to nuclear Bleaching Operator, Chemical; Bleacher reactor for irradiation and from reactor to Operator Chemical operates bleaching processing area. Lifts container of machine and treats chemical solution with irradiated material from truck using hoist bleaching reagents to improve their and positions container over opening in colour. Pumps liquids and chemical concrete and lead cell. Moves remote solutions to be bleached into tank; adds control lever to open container and dump bleaching reagents and ingredients radioactive contents into glass tube in determined by formula by pumping or chamber of protective cell. Opens opening valves; starts agitator; observes pneumatic valves or uses slave and controls temperature and speed of manipulators to add specified types and agitator and regulates steam valves; quantities of liquid reagents to glass VOLUME II A 373","3133.0600 to outlet valve on container to replace air Bleaching Operator, Chemical with inert gas. Drives pickup or forklift truck to transport container to nuclear Bleaching Operator, Chemical; Bleacher reactor for irradiation and from reactor to Operator Chemical operates bleaching processing area. Lifts container of machine and treats chemical solution with irradiated material from truck using hoist bleaching reagents to improve their and positions container over opening in colour. Pumps liquids and chemical concrete and lead cell. Moves remote solutions to be bleached into tank; adds control lever to open container and dump bleaching reagents and ingredients radioactive contents into glass tube in determined by formula by pumping or chamber of protective cell. Opens opening valves; starts agitator; observes pneumatic valves or uses slave and controls temperature and speed of manipulators to add specified types and agitator and regulates steam valves; quantities of liquid reagents to glass VOLUME II A 373"
3133.9900,3133.9900,"ISCO 08 Unit Group Details: Chemical Processing Plant Code 3133 Controllers, Other Title Chemical Processing Plant Controllers Chemical Processing Plant Controllers, Other include plant controllers who","3133.9900 ISCO 08 Unit Group Details: Chemical Processing Plant Code 3133 Controllers, Other Title Chemical Processing Plant Controllers Chemical Processing Plant Controllers, Other include plant controllers who"
3133.0800,3133.0800,"operate and monitor chemical plants and Hot-Cell Technician adjust and maintain, processing units and equipment which distil, filter, separate, Hot-Cell Technician operates remote- heat or refine chemicals not elsewhere controlled equipment in hot cell to classified. conduct metallurgical and chemical tests on radioactive materials: Controls slave ISCO 08 Unit Group Details: manipulators from outside cell to remove Code 3133 metal or chemical materials from shielded Title Chemical Processing Plant containers inside hot cell and places on Controllers bench or equipment work station. Tests chemical or metallurgical properties of Family 3134 materials according to standardised Petroleum and Natural Gas procedures, and observes reaction Refining Plant Operators through cell window. Sets up and operates machines to cut, lap, and polish test pieces, following blueprints, x-ray Petroleum and Natural Gas Refining Plant negatives, and sketches. Tests physical Operators operate and monitor plants and properties, using equipment, such as adjust and maintain processing units and tensile tester, hardness tester, equipment which refine, distil and treat metallographic unit, micrometre, and petroleum, petroleum-based products gauges. Immerses test sample in chemical and by-products, or natural gas. VOLUME II A 374","3133.0800 operate and monitor chemical plants and Hot-Cell Technician adjust and maintain, processing units and equipment which distil, filter, separate, Hot-Cell Technician operates remote- heat or refine chemicals not elsewhere controlled equipment in hot cell to classified. conduct metallurgical and chemical tests on radioactive materials: Controls slave ISCO 08 Unit Group Details: manipulators from outside cell to remove Code 3133 metal or chemical materials from shielded Title Chemical Processing Plant containers inside hot cell and places on Controllers bench or equipment work station. Tests chemical or metallurgical properties of Family 3134 materials according to standardised Petroleum and Natural Gas procedures, and observes reaction Refining Plant Operators through cell window. Sets up and operates machines to cut, lap, and polish test pieces, following blueprints, x-ray Petroleum and Natural Gas Refining Plant negatives, and sketches. Tests physical Operators operate and monitor plants and properties, using equipment, such as adjust and maintain processing units and tensile tester, hardness tester, equipment which refine, distil and treat metallographic unit, micrometre, and petroleum, petroleum-based products gauges. Immerses test sample in chemical and by-products, or natural gas. VOLUME II A 374"
3134.0100,3134.0100 ISCO 08 Unit Group Details:,"Continuous Still Operator, Code 3134 Petroleum Title Petroleum and Natural Gas Refining Plant Operators Continuous Still Operator, Petroleum;","3134.0100 ISCO 08 Unit Group Details: Continuous Still Operator, Code 3134 Petroleum Title Petroleum and Natural Gas Refining Plant Operators Continuous Still Operator, Petroleum;"
3134.0200,3134.0200,"Stillman, Petroleum operates one or more continuous stills for distilling or refining Still Man Gas Plant/Gas Plant crude oil to obtain fuel gas, gasoline, Operator (Petrol Refining) kerosene, diesel oil, lubricating oil, wax, bitumen, etc. Reads processing schedules, Still Man, Gas Plant; Desulphurizer operating logs, test results of oil samples, Operator; Gas Plant Operator (Petrol and laboratory recommendations to Refining) tends operation of unit in which determine changes in equipment controls pressure distillate and non-condensable required to produce specified quantity gases are treated to extract those gases and quality of product; moves and sets which are used as fuel. Observes various controls, such as knobs, valves, switches, temperature, pressure and flow gauges of levers, and index arms on control panels unit to ensure that unit is functioning to adjust, maintain, and co-ordinate properly and records readings. Adjusts process variables, such as flows, valves to regulate height of liquid level in temperatures, pressures, vacuum, time, dephlegmator so that maximum catalyst, and chemicals, by automatic separation of vapours from liquid will be regulation and remote control of obtained and vapours will be prevented processing units, such as heaters furnaces, from flowing back into unit and to compressors, exchangers, recharges, regulate flow of gases through unit. absorbers. Moves controls to regulate Operates and controls speed of pumps to valves, pumps, compressors, and auxiliary regulate flow of liquids through unit. equipment to direct flow of product, Controls temperature and pressure of unit reads temperature and pressure gauges by setting automatic regulator at points and flow meters, records readings, and desired. Winds and changes charts on compiles operating records; tests recording meters. Shuts down unit and products for specific gravity and observes cleans it out with steam and water, their colour to determine whether exercising caution to prevent explosion. processing is being carried out properly; May oil and grease pumps. makes minor adjustments to equipment; shuts down still for cleaning and opens it ISCO 08 Unit Group Details: up again; supervises workers who assist in Code 3134 operation of still. May fire oil or gas Title Petroleum and Natural Gas burning furnace through which oil is run Refining Plant Operators to heat it to processing temperature. May specialize in a particular type of still, kind","3134.0200 Stillman, Petroleum operates one or more continuous stills for distilling or refining Still Man Gas Plant/Gas Plant crude oil to obtain fuel gas, gasoline, Operator (Petrol Refining) kerosene, diesel oil, lubricating oil, wax, bitumen, etc. Reads processing schedules, Still Man, Gas Plant; Desulphurizer operating logs, test results of oil samples, Operator; Gas Plant Operator (Petrol and laboratory recommendations to Refining) tends operation of unit in which determine changes in equipment controls pressure distillate and non-condensable required to produce specified quantity gases are treated to extract those gases and quality of product; moves and sets which are used as fuel. Observes various controls, such as knobs, valves, switches, temperature, pressure and flow gauges of levers, and index arms on control panels unit to ensure that unit is functioning to adjust, maintain, and co-ordinate properly and records readings. Adjusts process variables, such as flows, valves to regulate height of liquid level in temperatures, pressures, vacuum, time, dephlegmator so that maximum catalyst, and chemicals, by automatic separation of vapours from liquid will be regulation and remote control of obtained and vapours will be prevented processing units, such as heaters furnaces, from flowing back into unit and to compressors, exchangers, recharges, regulate flow of gases through unit. absorbers. Moves controls to regulate Operates and controls speed of pumps to valves, pumps, compressors, and auxiliary regulate flow of liquids through unit. equipment to direct flow of product, Controls temperature and pressure of unit reads temperature and pressure gauges by setting automatic regulator at points and flow meters, records readings, and desired. Winds and changes charts on compiles operating records; tests recording meters. Shuts down unit and products for specific gravity and observes cleans it out with steam and water, their colour to determine whether exercising caution to prevent explosion. processing is being carried out properly; May oil and grease pumps. makes minor adjustments to equipment; shuts down still for cleaning and opens it ISCO 08 Unit Group Details: up again; supervises workers who assist in Code 3134 operation of still. May fire oil or gas Title Petroleum and Natural Gas burning furnace through which oil is run Refining Plant Operators to heat it to processing temperature. May specialize in a particular type of still, kind"
3134.0300,3134.0300,"of oil processed, and be designated Pump Man (Petroleum Refining) according to process involved or plant operated as ABSORPTION PLANT OPERATOR; PURIFICATION OPERATOR; Pump man (Petroleum Refining) controls STILLMAN; CRACKING UNIT; STILLMAN, pumps and manifold systems to circulate POLYMERIZATION, etc. crude semi compressed and finished VOLUME II A 375","3134.0300 of oil processed, and be designated Pump Man (Petroleum Refining) according to process involved or plant operated as ABSORPTION PLANT OPERATOR; PURIFICATION OPERATOR; Pump man (Petroleum Refining) controls STILLMAN; CRACKING UNIT; STILLMAN, pumps and manifold systems to circulate POLYMERIZATION, etc. crude semi compressed and finished VOLUME II A 375"
3134.0400,3134.0400,"components and quantities to be blended. Control Man (Petroleum Refining) Turns, controls to open valves and starts pumps or directs Pump Man to transfer Control Man (Petroleum Refining) gasoline to blending tanks. Completes operates control panel to regulate amount of addition or sets weighing temperature, pressure, rate of flow, and machine that automatically weighs tank level in petroleum refining, quantities of additives in ratio to quantity processing and treating units and petro- of gasoline. Turns hand wheel to open chemical units, according to process valves to spray jets to admit and circulate schedules. Observes instruments and specified quantities of gasoline, additives meters to verify specified conditions and and chemicals in mixing tanks. Move record readings. Moves and adjusts dials, controls of pumps, agitators and mixtures switches, valves and levers on control to blend mixture mechanically or with air panel to regulate and co-ordinate process agitation. Observes temperature gauges VOLUME II A 376","3134.0400 components and quantities to be blended. Control Man (Petroleum Refining) Turns, controls to open valves and starts pumps or directs Pump Man to transfer Control Man (Petroleum Refining) gasoline to blending tanks. Completes operates control panel to regulate amount of addition or sets weighing temperature, pressure, rate of flow, and machine that automatically weighs tank level in petroleum refining, quantities of additives in ratio to quantity processing and treating units and petro- of gasoline. Turns hand wheel to open chemical units, according to process valves to spray jets to admit and circulate schedules. Observes instruments and specified quantities of gasoline, additives meters to verify specified conditions and and chemicals in mixing tanks. Move record readings. Moves and adjusts dials, controls of pumps, agitators and mixtures switches, valves and levers on control to blend mixture mechanically or with air panel to regulate and co-ordinate process agitation. Observes temperature gauges VOLUME II A 376"
3134.0600,3134.0600 pipeline valves to direct flow of oil to,"Paraffin Plant Operator (Petrol storage tanks according to grade; to direct Refining) flow of oil through station and along pipeline, according to destination; or to switch oil to alternative pipelines to Paraffin Plant Operator (Petrol Refining) prevent contamination between grades. operates filter presses to separate oil of Inspects pumping equipment to detect paraffin distillate from paraffin wax. malfunctioning and leaks. Lubricates Installs filter plates using hand tools, and machinery, and repairs and adjusts pumps turns hand wheel to adjust hydraulic ram and equipment, using hand tools. Records pressure. Turns valves to regulate flow of pressures, temperature, and flow rates, chilled distillate in to filter press. Starts and maintains records of oil stock and oil machine to activate hydraulic rams to receipts. May pump natural gas or natural squeeze oil from distillate, as wax gas liquid products. May gauge and test solidifies. Observes oil pressed from filter oil. May use radiotelephone equipment. plates and adjust ram pressure to extracts maximum amount of oil from wax. Scraps ISCO 08 Unit Group Details: accumulated wax from filter plate in to spiral conveyer that carries it to melting Code 3134 pan. Turns valve to regulate flow of steam Title Petroleum and Natural Gas in to melting pan to heat wax.. Start Refining Plant Operators pumps to return salvaged distillate from tank to filter press for re-processing. May 3134.0800 be designated according to phase of Treating-Plant Operator VOLUME II A 377","3134.0600 pipeline valves to direct flow of oil to Paraffin Plant Operator (Petrol storage tanks according to grade; to direct Refining) flow of oil through station and along pipeline, according to destination; or to switch oil to alternative pipelines to Paraffin Plant Operator (Petrol Refining) prevent contamination between grades. operates filter presses to separate oil of Inspects pumping equipment to detect paraffin distillate from paraffin wax. malfunctioning and leaks. Lubricates Installs filter plates using hand tools, and machinery, and repairs and adjusts pumps turns hand wheel to adjust hydraulic ram and equipment, using hand tools. Records pressure. Turns valves to regulate flow of pressures, temperature, and flow rates, chilled distillate in to filter press. Starts and maintains records of oil stock and oil machine to activate hydraulic rams to receipts. May pump natural gas or natural squeeze oil from distillate, as wax gas liquid products. May gauge and test solidifies. Observes oil pressed from filter oil. May use radiotelephone equipment. plates and adjust ram pressure to extracts maximum amount of oil from wax. Scraps ISCO 08 Unit Group Details: accumulated wax from filter plate in to spiral conveyer that carries it to melting Code 3134 pan. Turns valve to regulate flow of steam Title Petroleum and Natural Gas in to melting pan to heat wax.. Start Refining Plant Operators pumps to return salvaged distillate from tank to filter press for re-processing. May 3134.0800 be designated according to phase of Treating-Plant Operator VOLUME II A 377"
3134.9900,3134.9900 ISCO 08 Unit Group Details:,"Petroleum Refining Workers, Other Code 3135 Title Metal Production Process Petroleum Refining Workers, Other Controllers includes all other petroleum refining workers engaged in refining petroleum 3135.0600 and their products, not elsewhere Convertor Blower/Convertor classified. Blower Technician VOLUME II A 378","3134.9900 ISCO 08 Unit Group Details: Petroleum Refining Workers, Other Code 3135 Title Metal Production Process Petroleum Refining Workers, Other Controllers includes all other petroleum refining workers engaged in refining petroleum 3135.0600 and their products, not elsewhere Convertor Blower/Convertor classified. Blower Technician VOLUME II A 378"
3135.0700,3135.0700,"charts. Removes material from furnace, Convertor Man/Convertor Blower using crane, or signals Overhead Crane Technician Operator to transfer it to next station. Records time and production data. Converter Man transfers molten metal from mixed furnace ladles to Bessemer ISCO 08 Unit Group Details: converter with help of crane for blowing Code 3135 molten metal. Guides Converter Blower Title Metal Production Process and Crane Driver for tilting converter and Controllers ladle to required angle for pouring molten metal from ladle in to converter and for 3135.1100 transferring blown metal into another Furnace Operator, Open Hearth ladle. Inspects bottom and tuyeres (air passages) after each blowing. Closes Furnace Operator, Open Hearth; Furnace defective tuyeres by steel plate, firebricks Operator First Hand, Open Hearth (Steel and clay, if necessary. Directs all running Manufacture) operates open hearth repairs of converter. May also supervise furnace for making steel from blown VOLUME II A 379","3135.0700 charts. Removes material from furnace, Convertor Man/Convertor Blower using crane, or signals Overhead Crane Technician Operator to transfer it to next station. Records time and production data. Converter Man transfers molten metal from mixed furnace ladles to Bessemer ISCO 08 Unit Group Details: converter with help of crane for blowing Code 3135 molten metal. Guides Converter Blower Title Metal Production Process and Crane Driver for tilting converter and Controllers ladle to required angle for pouring molten metal from ladle in to converter and for 3135.1100 transferring blown metal into another Furnace Operator, Open Hearth ladle. Inspects bottom and tuyeres (air passages) after each blowing. Closes Furnace Operator, Open Hearth; Furnace defective tuyeres by steel plate, firebricks Operator First Hand, Open Hearth (Steel and clay, if necessary. Directs all running Manufacture) operates open hearth repairs of converter. May also supervise furnace for making steel from blown VOLUME II A 379"
3135.1200,3135.1200,"being charged by weighing sample of Furnace Operator, Second Hand, charge ore obtained over measured Open Hearth interval of time. Starts rabbles (automatic rakes) that scrape hearth beds continually Furnace Operator, Second Hand, Open and move ore from one hearth to next Hearth (Steel Manufacturing) assists lower one. Regulates draft and Furnace Operator, First Hand taps molten temperature of roaster by adjusting steel from furnace and adds, chemicals, dampers and gas pressure. Replaces oxides, etc. Keeps oxide and fluxes ready rabble arms by detaching arm from shaft for charging into furnace. Maintains spout with bar and removing it with hoist. for flow of molten steel in proper Replaces defective rabble teeth. Directs condition. Leads gang of Helpers and workers in removing incrustations from Khalasis on receipt of instructions from hearth beds. Removes samples of roasted Furnace Operator First Hand to open ore for laboratory analysis. May clean tapping hole of furnace by compressed air arms and rabbles with scrapers and iron gun, oxygen cylinder with pipes or other bars. May determine oxide content of devices. Ensures that molten metal flows dried ore by titrating specified amount of smoothly into ladle. Adds various flakes and calculating percentage. May chemicals, oxides and fluxes in ladle to replace defective parts and clean obtain correct specification of steel. equipment, thermal instruments and Closes tapping hole by dolomite, coke charts. Removes material from furnace, mixtures, etc. Repairs, maintains and using crane, or signals OVERHEAD CRANE dresses runner (channel for flow of OPERATOR (any industry) to transfer it to molten steel) with fire clay bricks, loan, next station. Records time and production etc. during tapping intervals. May assist data. Furnace Operator First Hand in changing VOLUME II A 380","3135.1200 being charged by weighing sample of Furnace Operator, Second Hand, charge ore obtained over measured Open Hearth interval of time. Starts rabbles (automatic rakes) that scrape hearth beds continually Furnace Operator, Second Hand, Open and move ore from one hearth to next Hearth (Steel Manufacturing) assists lower one. Regulates draft and Furnace Operator, First Hand taps molten temperature of roaster by adjusting steel from furnace and adds, chemicals, dampers and gas pressure. Replaces oxides, etc. Keeps oxide and fluxes ready rabble arms by detaching arm from shaft for charging into furnace. Maintains spout with bar and removing it with hoist. for flow of molten steel in proper Replaces defective rabble teeth. Directs condition. Leads gang of Helpers and workers in removing incrustations from Khalasis on receipt of instructions from hearth beds. Removes samples of roasted Furnace Operator First Hand to open ore for laboratory analysis. May clean tapping hole of furnace by compressed air arms and rabbles with scrapers and iron gun, oxygen cylinder with pipes or other bars. May determine oxide content of devices. Ensures that molten metal flows dried ore by titrating specified amount of smoothly into ladle. Adds various flakes and calculating percentage. May chemicals, oxides and fluxes in ladle to replace defective parts and clean obtain correct specification of steel. equipment, thermal instruments and Closes tapping hole by dolomite, coke charts. Removes material from furnace, mixtures, etc. Repairs, maintains and using crane, or signals OVERHEAD CRANE dresses runner (channel for flow of OPERATOR (any industry) to transfer it to molten steel) with fire clay bricks, loan, next station. Records time and production etc. during tapping intervals. May assist data. Furnace Operator First Hand in changing VOLUME II A 380"
3135.1401,3135.1401 Code 3135,Shift In Charge Furnace Ferro Alloys Title Metal Production Process Controllers Shift In Charge Furnace Ferro Alloys takes,3135.1401 Code 3135 Shift In Charge Furnace Ferro Alloys Title Metal Production Process Controllers Shift In Charge Furnace Ferro Alloys takes
3135.1800,3135.1800,"responsibility of a particular shift for the entire operation of the furnace, starting Roller, Sheet Mill/Mill Operator from raw material feed until the final product is tapped and transferred with an Roller Sheet Mill; Rough Roller; Eight assurance of quality product. Roller; Finishing Roller; Four Roller rolls pack (metal plates or sheets) between Qualification Pack Details: mechanically or electrically driven rolls for QP NOS Reference ISC/Q1104 making metal sheets of specific sizes. Sets QP NOS Name Shift In Charge roll pressure as per direction. Holds hot Furnace Ferro Alloys metal plate or sheet with tongs, NSQF Level 5 pushes them into rolls, controls roll temperature by opening steam and water on them and rolls plate or sheet in ISCO 08 Unit Group Details: between rolls for required number of Code 3135 times with gradually increased pressure Title Metal Production Process by screwing device. Ensures correct rolling Controllers both for finish and sizes. May change position with other Rollers, Sheet Mill.","3135.1800 responsibility of a particular shift for the entire operation of the furnace, starting Roller, Sheet Mill/Mill Operator from raw material feed until the final product is tapped and transferred with an Roller Sheet Mill; Rough Roller; Eight assurance of quality product. Roller; Finishing Roller; Four Roller rolls pack (metal plates or sheets) between Qualification Pack Details: mechanically or electrically driven rolls for QP NOS Reference ISC/Q1104 making metal sheets of specific sizes. Sets QP NOS Name Shift In Charge roll pressure as per direction. Holds hot Furnace Ferro Alloys metal plate or sheet with tongs, NSQF Level 5 pushes them into rolls, controls roll temperature by opening steam and water on them and rolls plate or sheet in ISCO 08 Unit Group Details: between rolls for required number of Code 3135 times with gradually increased pressure Title Metal Production Process by screwing device. Ensures correct rolling Controllers both for finish and sizes. May change position with other Rollers, Sheet Mill."
3135.1700,3135.1700,"May be designated as COLD ROLLER if Roller, Merchant Mill/Mill engaged Operator in cold rolling of annealed sheets for tinning, sizing, forming, etc. Roller, Merchant Mill; Roller, Billet Mill sets, rolls, checks, directs and co-ordinates ISCO 08 Unit Group Details: operations of rolling mill. Checks general Code 3135 condition of mill. Directs and ensures Title Metal Production Process proper supply of billets to re-heating Controllers furnace and from furnace to mill for rolling. Sets rolls, checks guides, adjusts 3135.1900 controls, stands and functional parts of Operator, Hot Rolling Mill (Non- mill. Rolls trial bar or plate and makes Ferrous Metal)/Mill Operator necessary adjustments. Continues rolling and makes adjustments according to Operator Hot Rolling Mill (Non-Ferrous defects revealed in samples taken from Metal) controls and operates hot mill for time to time. Co-ordinates work of mill sizing down metal slabs to required crew such as Guide Setter, Tongsman, specifications. Judges temperature of Labourers, and ensures smooth running of slabs before starting rolling. Switches on VOLUME II A 381","3135.1700 May be designated as COLD ROLLER if Roller, Merchant Mill/Mill engaged Operator in cold rolling of annealed sheets for tinning, sizing, forming, etc. Roller, Merchant Mill; Roller, Billet Mill sets, rolls, checks, directs and co-ordinates ISCO 08 Unit Group Details: operations of rolling mill. Checks general Code 3135 condition of mill. Directs and ensures Title Metal Production Process proper supply of billets to re-heating Controllers furnace and from furnace to mill for rolling. Sets rolls, checks guides, adjusts 3135.1900 controls, stands and functional parts of Operator, Hot Rolling Mill (Non- mill. Rolls trial bar or plate and makes Ferrous Metal)/Mill Operator necessary adjustments. Continues rolling and makes adjustments according to Operator Hot Rolling Mill (Non-Ferrous defects revealed in samples taken from Metal) controls and operates hot mill for time to time. Co-ordinates work of mill sizing down metal slabs to required crew such as Guide Setter, Tongsman, specifications. Judges temperature of Labourers, and ensures smooth running of slabs before starting rolling. Switches on VOLUME II A 381"
3135.2000,3135.2000 ISCO 08 Unit Group Details:,"Roller, Hot Rolling Mill (Non- Code 3135 Ferrous Metal)/Mill Operator Title Metal Production Process Controllers Roller, Hot Rolling Mill (Non-Ferrous Metal) guides and controls ingoing and 3135.2002 returning hot slabs or sheets with help of Process Operator Rolling Mills metal pushers (mild steel hammer like tool with long handle). Receives hot slabs Process Operator Rolling Mills keeps one at a time from pre-heating furnace. different process lines functional by Sets slab square on conveyor table (metal ensuring continuity of process. It also table with rollers) and signals to Operator involves providing the actual commands Hot Rolling Mill. Lubricates slabs with oil for different operations as needed and by oil can and mop. Travels along table monitor the operations for any deviations. with slab and pushes it square in to rolls It includes inspecting the material by metal pushers. Checks and stops between processes to ensure alignment to returning slab or sheet by metal pushers specifications. Repeats process till required size is attained. May reject material if deformed Qualification Pack Details: during rolling. QP NOS Reference ISC/Q0701 QP NOS Name Process ISCO 08 Unit Group Details: Operator Rolling Mills Code 3135 NSQF Level 5 Title Metal Production Process Controllers ISCO 08 Unit Group Details: Code 3135","3135.2000 ISCO 08 Unit Group Details: Roller, Hot Rolling Mill (Non- Code 3135 Ferrous Metal)/Mill Operator Title Metal Production Process Controllers Roller, Hot Rolling Mill (Non-Ferrous Metal) guides and controls ingoing and 3135.2002 returning hot slabs or sheets with help of Process Operator Rolling Mills metal pushers (mild steel hammer like tool with long handle). Receives hot slabs Process Operator Rolling Mills keeps one at a time from pre-heating furnace. different process lines functional by Sets slab square on conveyor table (metal ensuring continuity of process. It also table with rollers) and signals to Operator involves providing the actual commands Hot Rolling Mill. Lubricates slabs with oil for different operations as needed and by oil can and mop. Travels along table monitor the operations for any deviations. with slab and pushes it square in to rolls It includes inspecting the material by metal pushers. Checks and stops between processes to ensure alignment to returning slab or sheet by metal pushers specifications. Repeats process till required size is attained. May reject material if deformed Qualification Pack Details: during rolling. QP NOS Reference ISC/Q0701 QP NOS Name Process ISCO 08 Unit Group Details: Operator Rolling Mills Code 3135 NSQF Level 5 Title Metal Production Process Controllers ISCO 08 Unit Group Details: Code 3135"
3135.2001,3135.2001,Title Metal Production Process Fluid Management Operator Controllers Rolling Mills VOLUME II A 382,3135.2001 Title Metal Production Process Fluid Management Operator Controllers Rolling Mills VOLUME II A 382
3135.2003,3135.2003 adjustments if necessary. Maintains,"Coil Packaging Machine Operator records of rolled strip. Rolling Mills ISCO 08 Unit Group Details: Code 3135 Coil Packaging Machine Operator Rolling Title Metal Production Process Mills operates the coil master (coil Controllers packaging machine) for packaging the finished coils (CR, Galvanised, Tinned,","3135.2003 adjustments if necessary. Maintains Coil Packaging Machine Operator records of rolled strip. Rolling Mills ISCO 08 Unit Group Details: Code 3135 Coil Packaging Machine Operator Rolling Title Metal Production Process Mills operates the coil master (coil Controllers packaging machine) for packaging the finished coils (CR, Galvanised, Tinned,"
3135.2500,3135.2500,"Colour Coated etc.) strapping operation and waggon unitisation in safe and secure Seamless Pipe and Tube Roller manner. It includes bundling of the coil after mill, protecting the coil from dust, Seamless Pipe and Tube Roller operates humidity, rain and handling damage by rolls to form seamless pipe and tubes applying protective films and sheets in a from billets which have been pierced designed sequence. Weighing and longitudinally. Examines drawings and labelling the packaged coil according to specifications. Selects and installs rolls specifications and finally ensuring which form specified outside diameter of readiness of coils for dispatch. tubing. Selects and screws to a power driven rod a plug that rotates inside the Qualification Pack Details: billet and forces it to expend to the proper inside diameter. runs billet through QP NOS Reference ISC/Q0602 successive sets of rolls until dimensions of QP NOS Name Coil tubing meet specification. Examines and Packaging Machine Operator Rolling Mills measures tubing for defect and for NSQF Level 3 conformity to specifications. ISCO 08 Unit Group Details: ISCO 08 Unit Group Details: Code 3135 Code 3135 Title Metal Production Process Title Metal Production Process Controllers Controllers","3135.2500 Colour Coated etc.) strapping operation and waggon unitisation in safe and secure Seamless Pipe and Tube Roller manner. It includes bundling of the coil after mill, protecting the coil from dust, Seamless Pipe and Tube Roller operates humidity, rain and handling damage by rolls to form seamless pipe and tubes applying protective films and sheets in a from billets which have been pierced designed sequence. Weighing and longitudinally. Examines drawings and labelling the packaged coil according to specifications. Selects and installs rolls specifications and finally ensuring which form specified outside diameter of readiness of coils for dispatch. tubing. Selects and screws to a power driven rod a plug that rotates inside the Qualification Pack Details: billet and forces it to expend to the proper inside diameter. runs billet through QP NOS Reference ISC/Q0602 successive sets of rolls until dimensions of QP NOS Name Coil tubing meet specification. Examines and Packaging Machine Operator Rolling Mills measures tubing for defect and for NSQF Level 3 conformity to specifications. ISCO 08 Unit Group Details: ISCO 08 Unit Group Details: Code 3135 Code 3135 Title Metal Production Process Title Metal Production Process Controllers Controllers"
3135.2300,3135.2300,,3135.2300 
