code,title_desc,description_desc,text_desc,title_map,description_map,text_map,text
8172.99,8172.9900,"ISCO 08 Unit Group Details: Wood Processing Plant Operators Code 8172 and Related Workers, Other Title Wood Processing Plant Operators Wood Processing and Papermaking Plant","8172.9900 ISCO 08 Unit Group Details: Wood Processing Plant Operators Code 8172 and Related Workers, Other Title Wood Processing Plant Operators Wood Processing and Papermaking Plant",,,,"8172.9900 ISCO 08 Unit Group Details: Wood Processing Plant Operators Code 8172 and Related Workers, Other Title Wood Processing Plant Operators Wood Processing and Papermaking Plant"
8172.11,8172.1100,"Operators, Other perform variety of Core Laying Machine Operator routine and low skilled tasks such as holding lumber while sawing, feeding Core Laying Machine Operator tends boards and planks against cutter, machine, which automatically lays face, spreading glue in adjacent surfaces etc. back, and core veneer sheets in sequence and may be designated as Sawyer Helper, and spreads glue on core sheets to form Gluing Machine Operator, Paster, Wood plywood panels. Starts machine, observes Clipping Machine Operator, etc. its operation, and turns wheels, valves and dials to adjust and synchronize ISCO 08 Unit Group Details: conveyors, reach end vacuum of Code 8172 mechanical arms, tension on glue- Title Wood Processing Plant Operators spreading rollers, and to regulate flow of glue. Pushes pedal to control conveyor, which moves stacked panels to hot plate Group 818 presses. Other Stationary Plant and ISCO 08 Unit Group Details: Machine Operators Code 8172 Title Wood Processing Plant Operators This group includes Stationary Plant and Machine Operators not classified","8172.1100 Operators, Other perform variety of Core Laying Machine Operator routine and low skilled tasks such as holding lumber while sawing, feeding Core Laying Machine Operator tends boards and planks against cutter, machine, which automatically lays face, spreading glue in adjacent surfaces etc. back, and core veneer sheets in sequence and may be designated as Sawyer Helper, and spreads glue on core sheets to form Gluing Machine Operator, Paster, Wood plywood panels. Starts machine, observes Clipping Machine Operator, etc. its operation, and turns wheels, valves and dials to adjust and synchronize ISCO 08 Unit Group Details: conveyors, reach end vacuum of Code 8172 mechanical arms, tension on glue- Title Wood Processing Plant Operators spreading rollers, and to regulate flow of glue. Pushes pedal to control conveyor, which moves stacked panels to hot plate Group 818 presses. Other Stationary Plant and ISCO 08 Unit Group Details: Machine Operators Code 8172 Title Wood Processing Plant Operators This group includes Stationary Plant and Machine Operators not classified",,,,"8172.1100 Operators, Other perform variety of Core Laying Machine Operator routine and low skilled tasks such as holding lumber while sawing, feeding Core Laying Machine Operator tends boards and planks against cutter, machine, which automatically lays face, spreading glue in adjacent surfaces etc. back, and core veneer sheets in sequence and may be designated as Sawyer Helper, and spreads glue on core sheets to form Gluing Machine Operator, Paster, Wood plywood panels. Starts machine, observes Clipping Machine Operator, etc. its operation, and turns wheels, valves and dials to adjust and synchronize ISCO 08 Unit Group Details: conveyors, reach end vacuum of Code 8172 mechanical arms, tension on glue- Title Wood Processing Plant Operators spreading rollers, and to regulate flow of glue. Pushes pedal to control conveyor, which moves stacked panels to hot plate Group 818 presses. Other Stationary Plant and ISCO 08 Unit Group Details: Machine Operators Code 8172 Title Wood Processing Plant Operators This group includes Stationary Plant and Machine Operators not classified"
8172.12,8172.1200,"elsewhere in sub-major group 81, Core Layer, Plywood Stationary Plant and Machine Operators. VOLUME II B 461","8172.1200 elsewhere in sub-major group 81, Core Layer, Plywood Stationary Plant and Machine Operators. VOLUME II B 461",,,,"8172.1200 elsewhere in sub-major group 81, Core Layer, Plywood Stationary Plant and Machine Operators. VOLUME II B 461"
8181.01,"8181.0100 sheets, and to obtain glass sheets of","Blowing Machine Operator (Glass) desired thickness. Removes broken and defective portions of rolled sheets. Cleans Blowing Machine Operator (Glass) and oils machine, and carries out running operates machine which blows objects repairs. May operate machine to break such as bottles, jars, glass shells, of bulbs glass sheet at appropriate places. May be and valves from molten glass. Places designated as BOTTOM MACHINE MAN or parison (intermediate shape in production TOP MACHINE MAN, SHEET GLASS of glass articles) in mould of machine, according to position of duty on machine. closes mould and adjusts flow of lubricant ISCO 08 Unit Group Details: to prevent glass sticking to mould; Code 8181 regulates flow of compressed air and Title Glass and Ceramics Plant molten glass into shape of mould in Operators machine; removes shaped articles from mould, feeds them into glass grinders to 8181.0300 remove superfluous edges. Tests and Pressman (Glass) checks samples of finished articles to ensure standardization of products. May Pressman; Press Operator (Glass) operates be designated according to kind of glass hand press to mould glass into required VOLUME II B 462","8181.0100 sheets, and to obtain glass sheets of Blowing Machine Operator (Glass) desired thickness. Removes broken and defective portions of rolled sheets. Cleans Blowing Machine Operator (Glass) and oils machine, and carries out running operates machine which blows objects repairs. May operate machine to break such as bottles, jars, glass shells, of bulbs glass sheet at appropriate places. May be and valves from molten glass. Places designated as BOTTOM MACHINE MAN or parison (intermediate shape in production TOP MACHINE MAN, SHEET GLASS of glass articles) in mould of machine, according to position of duty on machine. closes mould and adjusts flow of lubricant ISCO 08 Unit Group Details: to prevent glass sticking to mould; Code 8181 regulates flow of compressed air and Title Glass and Ceramics Plant molten glass into shape of mould in Operators machine; removes shaped articles from mould, feeds them into glass grinders to 8181.0300 remove superfluous edges. Tests and Pressman (Glass) checks samples of finished articles to ensure standardization of products. May Pressman; Press Operator (Glass) operates be designated according to kind of glass hand press to mould glass into required VOLUME II B 462",,,,"8181.0100 sheets, and to obtain glass sheets of Blowing Machine Operator (Glass) desired thickness. Removes broken and defective portions of rolled sheets. Cleans Blowing Machine Operator (Glass) and oils machine, and carries out running operates machine which blows objects repairs. May operate machine to break such as bottles, jars, glass shells, of bulbs glass sheet at appropriate places. May be and valves from molten glass. Places designated as BOTTOM MACHINE MAN or parison (intermediate shape in production TOP MACHINE MAN, SHEET GLASS of glass articles) in mould of machine, according to position of duty on machine. closes mould and adjusts flow of lubricant ISCO 08 Unit Group Details: to prevent glass sticking to mould; Code 8181 regulates flow of compressed air and Title Glass and Ceramics Plant molten glass into shape of mould in Operators machine; removes shaped articles from mould, feeds them into glass grinders to 8181.0300 remove superfluous edges. Tests and Pressman (Glass) checks samples of finished articles to ensure standardization of products. May Pressman; Press Operator (Glass) operates be designated according to kind of glass hand press to mould glass into required VOLUME II B 462"
8181.04,8181.0400 ISCO 08 Unit Group Details:,"Pressman (Ceramics) Code 8181 Title Glass and Ceramics Plant Pressman; Press Operator; Moulder Operators Machine (Ceramics) sets and operates press machine to mould ceramic articles 8181.0600 from moist clay. Selects and fixes Roller Man (Glass) appropriate die or mould in machine; oils surface of lump of kneaded moist clay to Roller Man; Belanwala (Glass) rotates prevent its sticking to inside of mould; roller to wind glass wire into coil used for places clay lump in position on lower plate making bangles. Selects iron roller of size of mould box; turns handle and pulls lever of bangles to be made; regulates furnace to operate press which compresses clay temperature at required level; fixes roller mass into shape of mould, such as tile, in furnace in position and draws glass wire brick or sagger (fire clay container in over roller; turns handle to rotate at which pottery is placed for fixing in kiln or desired speed to wind glass wire into coils oven); presses pedal to lift form to over roller; cuts glass when roller is full; remove adhering particles to meet removes roller, and takes out coil of glass specification; cleans and adjusts mould wire with a hooked rod. May direct fitted to machine, if necessary. May be heating of furnace to desired designated according to nature of articles temperature. moulded such as SAGGAR MAKER, MACHINE or BRICK MOULDER, MACHINE; ISCO 08 Unit Group Details: DIE PRESSER CERAMICS. Code 8181 Title Glass and Ceramics Plant ISCO 08 Unit Group Details: Operators Code 8181","8181.0400 ISCO 08 Unit Group Details: Pressman (Ceramics) Code 8181 Title Glass and Ceramics Plant Pressman; Press Operator; Moulder Operators Machine (Ceramics) sets and operates press machine to mould ceramic articles 8181.0600 from moist clay. Selects and fixes Roller Man (Glass) appropriate die or mould in machine; oils surface of lump of kneaded moist clay to Roller Man; Belanwala (Glass) rotates prevent its sticking to inside of mould; roller to wind glass wire into coil used for places clay lump in position on lower plate making bangles. Selects iron roller of size of mould box; turns handle and pulls lever of bangles to be made; regulates furnace to operate press which compresses clay temperature at required level; fixes roller mass into shape of mould, such as tile, in furnace in position and draws glass wire brick or sagger (fire clay container in over roller; turns handle to rotate at which pottery is placed for fixing in kiln or desired speed to wind glass wire into coils oven); presses pedal to lift form to over roller; cuts glass when roller is full; remove adhering particles to meet removes roller, and takes out coil of glass specification; cleans and adjusts mould wire with a hooked rod. May direct fitted to machine, if necessary. May be heating of furnace to desired designated according to nature of articles temperature. moulded such as SAGGAR MAKER, MACHINE or BRICK MOULDER, MACHINE; ISCO 08 Unit Group Details: DIE PRESSER CERAMICS. Code 8181 Title Glass and Ceramics Plant ISCO 08 Unit Group Details: Operators Code 8181",,,,"8181.0400 ISCO 08 Unit Group Details: Pressman (Ceramics) Code 8181 Title Glass and Ceramics Plant Pressman; Press Operator; Moulder Operators Machine (Ceramics) sets and operates press machine to mould ceramic articles 8181.0600 from moist clay. Selects and fixes Roller Man (Glass) appropriate die or mould in machine; oils surface of lump of kneaded moist clay to Roller Man; Belanwala (Glass) rotates prevent its sticking to inside of mould; roller to wind glass wire into coil used for places clay lump in position on lower plate making bangles. Selects iron roller of size of mould box; turns handle and pulls lever of bangles to be made; regulates furnace to operate press which compresses clay temperature at required level; fixes roller mass into shape of mould, such as tile, in furnace in position and draws glass wire brick or sagger (fire clay container in over roller; turns handle to rotate at which pottery is placed for fixing in kiln or desired speed to wind glass wire into coils oven); presses pedal to lift form to over roller; cuts glass when roller is full; remove adhering particles to meet removes roller, and takes out coil of glass specification; cleans and adjusts mould wire with a hooked rod. May direct fitted to machine, if necessary. May be heating of furnace to desired designated according to nature of articles temperature. moulded such as SAGGAR MAKER, MACHINE or BRICK MOULDER, MACHINE; ISCO 08 Unit Group Details: DIE PRESSER CERAMICS. Code 8181 Title Glass and Ceramics Plant ISCO 08 Unit Group Details: Operators Code 8181"
8181.07,8181.0700,Title Glass and Ceramics Plant Pressman (Abrasive) Operators VOLUME II B 463,8181.0700 Title Glass and Ceramics Plant Pressman (Abrasive) Operators VOLUME II B 463,,,,8181.0700 Title Glass and Ceramics Plant Pressman (Abrasive) Operators VOLUME II B 463
8181.11,8181.1100,"Operators Modeller, Pottery and Porcelain","8181.1100 Operators Modeller, Pottery and Porcelain",,,,"8181.1100 Operators Modeller, Pottery and Porcelain"
8181.08,8181.0800,"Modeller, Pottery and Porcelain models Tube and Rod Drawer (Glass) pottery or porcelain ware, according to drawings, patterns, specifications or by Tube and Rod Drawer (Glass) draws glass creating own designs, for use in preparing into tubes and rods using solid iron rod or moulds. Examines drawings or blowpipe. Collects from Bubble Maker specifications; mixes plaster-of Paris or iron rod with molten glass heated to clay with water and kneads mixture to proper temperature at its end. Sticks required consistency and texture; beats molten glass on iron post held by Helper, mixture with small flat wooden piece to blows and transfers fibres of glass into rod make it plastic; makes models by carving of the Helper who walks with it; blows plaster or clay, by shaping material on a down tube to maintain air cavity to potter’s wheel or by other methods. May prepare tube of required thickness; work from given designs or create his own continues operation until tube or rod is designs. May specialize in modelling prepared. particular type of products such as toys, domestic or sanitary wares. ISCO 08 Unit Group Details: Code 8181 ISCO 08 Unit Group Details: Title Glass and Ceramics Plant Code 8181 Operators VOLUME II B 464","8181.0800 Modeller, Pottery and Porcelain models Tube and Rod Drawer (Glass) pottery or porcelain ware, according to drawings, patterns, specifications or by Tube and Rod Drawer (Glass) draws glass creating own designs, for use in preparing into tubes and rods using solid iron rod or moulds. Examines drawings or blowpipe. Collects from Bubble Maker specifications; mixes plaster-of Paris or iron rod with molten glass heated to clay with water and kneads mixture to proper temperature at its end. Sticks required consistency and texture; beats molten glass on iron post held by Helper, mixture with small flat wooden piece to blows and transfers fibres of glass into rod make it plastic; makes models by carving of the Helper who walks with it; blows plaster or clay, by shaping material on a down tube to maintain air cavity to potter’s wheel or by other methods. May prepare tube of required thickness; work from given designs or create his own continues operation until tube or rod is designs. May specialize in modelling prepared. particular type of products such as toys, domestic or sanitary wares. ISCO 08 Unit Group Details: Code 8181 ISCO 08 Unit Group Details: Title Glass and Ceramics Plant Code 8181 Operators VOLUME II B 464",,,,"8181.0800 Modeller, Pottery and Porcelain models Tube and Rod Drawer (Glass) pottery or porcelain ware, according to drawings, patterns, specifications or by Tube and Rod Drawer (Glass) draws glass creating own designs, for use in preparing into tubes and rods using solid iron rod or moulds. Examines drawings or blowpipe. Collects from Bubble Maker specifications; mixes plaster-of Paris or iron rod with molten glass heated to clay with water and kneads mixture to proper temperature at its end. Sticks required consistency and texture; beats molten glass on iron post held by Helper, mixture with small flat wooden piece to blows and transfers fibres of glass into rod make it plastic; makes models by carving of the Helper who walks with it; blows plaster or clay, by shaping material on a down tube to maintain air cavity to potter’s wheel or by other methods. May prepare tube of required thickness; work from given designs or create his own continues operation until tube or rod is designs. May specialize in modelling prepared. particular type of products such as toys, domestic or sanitary wares. ISCO 08 Unit Group Details: Code 8181 ISCO 08 Unit Group Details: Title Glass and Ceramics Plant Code 8181 Operators VOLUME II B 464"
8181.12,"8181.1200 positions trays in kilns, using tongs.","Furnaceman, Glass/Furnace Observes glass through peepholes in kilns to detect signs of warping, bubbling, Operator cracking, or blistering. Removes trays after specified period of time, and stacks trays Furnaceman, Glass; Melter, Glass for gradual cooling and annealing in leer. operates gas, oil, coal, coke, or electric furnace to melt ingredients such as sand, ISCO 08 Unit Group Details: soda, potash, borax and broken glass for Code 8181 making required type of glass articles. Title Glass and Ceramics Plant Feeds or directs feeding of premixed Operators ingredients to furnace; heats furnace and maintains temperature at correct level","8181.1200 positions trays in kilns, using tongs. Furnaceman, Glass/Furnace Observes glass through peepholes in kilns to detect signs of warping, bubbling, Operator cracking, or blistering. Removes trays after specified period of time, and stacks trays Furnaceman, Glass; Melter, Glass for gradual cooling and annealing in leer. operates gas, oil, coal, coke, or electric furnace to melt ingredients such as sand, ISCO 08 Unit Group Details: soda, potash, borax and broken glass for Code 8181 making required type of glass articles. Title Glass and Ceramics Plant Feeds or directs feeding of premixed Operators ingredients to furnace; heats furnace and maintains temperature at correct level",,,,"8181.1200 positions trays in kilns, using tongs. Furnaceman, Glass/Furnace Observes glass through peepholes in kilns to detect signs of warping, bubbling, Operator cracking, or blistering. Removes trays after specified period of time, and stacks trays Furnaceman, Glass; Melter, Glass for gradual cooling and annealing in leer. operates gas, oil, coal, coke, or electric furnace to melt ingredients such as sand, ISCO 08 Unit Group Details: soda, potash, borax and broken glass for Code 8181 making required type of glass articles. Title Glass and Ceramics Plant Feeds or directs feeding of premixed Operators ingredients to furnace; heats furnace and maintains temperature at correct level"
8181.15,8181.1500,"with aid of instrument controls or by sight; checks and ensures that melting Kilnman, Pottery and Porcelain process of ingredient in furnace pot is proceeding correctly and to required Kilnman, Pottery and Porcelain operates consistency; collects sample of molten kiln for baking pottery and porcelain ware glass for laboratory analysis; maintains to proper hardness or heating glazed or record of batches of mixture melted; decorated articles to obtain requisite cleans melting pot periodically and shining and hard surface. Lights or examines furnace walls for worn spots supervises lighting of fires in kiln, and leaks. May skim surface of molten regulates feeding of fuel and adjusts glass to remove impurities, using rake. draught to maintain proper temperature, May specialize in operating particular type observing temperature indicators and of furnace such as Melting Pot, Tank decides when baking is completed. Regenerative or Recuperative tanks. May ISCO 08 Unit Group Details: specialize in melting glass for different Code 8181 types of glass material such as ordinary, Title Glass and Ceramics Plant optical, sheet glass or for flasks. Operators ISCO 08 Unit Group Details: 8181.1600 Code 8181 Kiln Loader, Pottery and Porcelain Title Glass and Ceramics Plant Operators Kiln Loader, Pottery and Porcelain loads pottery and porcelain ware in kiln for","8181.1500 with aid of instrument controls or by sight; checks and ensures that melting Kilnman, Pottery and Porcelain process of ingredient in furnace pot is proceeding correctly and to required Kilnman, Pottery and Porcelain operates consistency; collects sample of molten kiln for baking pottery and porcelain ware glass for laboratory analysis; maintains to proper hardness or heating glazed or record of batches of mixture melted; decorated articles to obtain requisite cleans melting pot periodically and shining and hard surface. Lights or examines furnace walls for worn spots supervises lighting of fires in kiln, and leaks. May skim surface of molten regulates feeding of fuel and adjusts glass to remove impurities, using rake. draught to maintain proper temperature, May specialize in operating particular type observing temperature indicators and of furnace such as Melting Pot, Tank decides when baking is completed. Regenerative or Recuperative tanks. May ISCO 08 Unit Group Details: specialize in melting glass for different Code 8181 types of glass material such as ordinary, Title Glass and Ceramics Plant optical, sheet glass or for flasks. Operators ISCO 08 Unit Group Details: 8181.1600 Code 8181 Kiln Loader, Pottery and Porcelain Title Glass and Ceramics Plant Operators Kiln Loader, Pottery and Porcelain loads pottery and porcelain ware in kiln for",,,,"8181.1500 with aid of instrument controls or by sight; checks and ensures that melting Kilnman, Pottery and Porcelain process of ingredient in furnace pot is proceeding correctly and to required Kilnman, Pottery and Porcelain operates consistency; collects sample of molten kiln for baking pottery and porcelain ware glass for laboratory analysis; maintains to proper hardness or heating glazed or record of batches of mixture melted; decorated articles to obtain requisite cleans melting pot periodically and shining and hard surface. Lights or examines furnace walls for worn spots supervises lighting of fires in kiln, and leaks. May skim surface of molten regulates feeding of fuel and adjusts glass to remove impurities, using rake. draught to maintain proper temperature, May specialize in operating particular type observing temperature indicators and of furnace such as Melting Pot, Tank decides when baking is completed. Regenerative or Recuperative tanks. May ISCO 08 Unit Group Details: specialize in melting glass for different Code 8181 types of glass material such as ordinary, Title Glass and Ceramics Plant optical, sheet glass or for flasks. Operators ISCO 08 Unit Group Details: 8181.1600 Code 8181 Kiln Loader, Pottery and Porcelain Title Glass and Ceramics Plant Operators Kiln Loader, Pottery and Porcelain loads pottery and porcelain ware in kiln for"
8181.14,8181.1400,"baking and hardening. Places green Annealer (Glass Product) pottery and porcelain wares in saggers Annealer (Glass Products) tends gas or (fire clay boxes) or in kiln furniture electric kiln to affix paint on glass: Ignites (refractory slabs or trays with intervening and regulates gas burners to heat kiln to posts) ensuring that glazed surfaces do prescribed temperature, or regulates not touch each other; carries saggers into thermostat to control temperature of kiln and stacks them around interior in electric kiln. Spreads plaster of Paris on prescribed manner giving support to VOLUME II B 465","8181.1400 baking and hardening. Places green Annealer (Glass Product) pottery and porcelain wares in saggers Annealer (Glass Products) tends gas or (fire clay boxes) or in kiln furniture electric kiln to affix paint on glass: Ignites (refractory slabs or trays with intervening and regulates gas burners to heat kiln to posts) ensuring that glazed surfaces do prescribed temperature, or regulates not touch each other; carries saggers into thermostat to control temperature of kiln and stacks them around interior in electric kiln. Spreads plaster of Paris on prescribed manner giving support to VOLUME II B 465",,,,"8181.1400 baking and hardening. Places green Annealer (Glass Product) pottery and porcelain wares in saggers Annealer (Glass Products) tends gas or (fire clay boxes) or in kiln furniture electric kiln to affix paint on glass: Ignites (refractory slabs or trays with intervening and regulates gas burners to heat kiln to posts) ensuring that glazed surfaces do prescribed temperature, or regulates not touch each other; carries saggers into thermostat to control temperature of kiln and stacks them around interior in electric kiln. Spreads plaster of Paris on prescribed manner giving support to VOLUME II B 465"
8181.17,8181.1700,"in kiln for baking. Stacks products such as Kilnman, Brick and Tile blocks, bricks, and roofing tile, in specified patterns in periodic kilns for burning; Kilnman, Brick and Tile; Kiln Burner; Baker spaces and levels setting rings in kiln to (Brick and Tile) controls periodic, field or facilitate circulation of air about products retort kilns to bake clay products, such as during burning; spreads sand on floor or brick, sewer pipe, clay refractories and setting rings to prevent cohesion of roofing tile to proper hardness. Checks products during burning; lifts and that articles for baking are sufficiently positions products on setting rings, using dried and hardened; directs Kiln Loaders, hoist or manually with resistance of Brick and Tile to load articles in kiln by helpers; examines products for cracks and piling them one above other; seals kiln discards defective products; closes kiln door with bricks and daubs brick with clay door and seals it with clay to prevent to prevent loss of heat, using trowel; escape of heat. May unload baked articles opens full valves and lights gas or oil, fires when kiln cools down to required using oil soaked stick or supervises its temperature. May feed fuel and fire kiln. firing according to firing schedule May assist Kilnman in regulating draught depending upon articles to be baked. to kiln chamber. Observes thermometer and action of pyrometric cones through peepholes or ISCO 08 Unit Group Details: removes objects from kiln with tongs and Code 8181 examines it to determine rate of burning; Title Glass and Ceramics Plant turns gas or oil valves and dampers to Operators adjust rate of burning or baking of objects; 8181.1900 closes fuel valves and fire-boxes, opens Bricklayer (Brick and Tile) kiln-crown holes and installs fans to cool objects. Instructs Kiln Loaders to unload Bricklayer (Brick and Tile) repairs and baked articles when kiln cools down to rebuilds tunnel, periodic, and shuttle kilns required temperature. May be designated used to burn tile, brick, and sewer pipe: according to type of kiln operated as DRY- Examines kilns after burning cycles to VOLUME II B 466","8181.1700 in kiln for baking. Stacks products such as Kilnman, Brick and Tile blocks, bricks, and roofing tile, in specified patterns in periodic kilns for burning; Kilnman, Brick and Tile; Kiln Burner; Baker spaces and levels setting rings in kiln to (Brick and Tile) controls periodic, field or facilitate circulation of air about products retort kilns to bake clay products, such as during burning; spreads sand on floor or brick, sewer pipe, clay refractories and setting rings to prevent cohesion of roofing tile to proper hardness. Checks products during burning; lifts and that articles for baking are sufficiently positions products on setting rings, using dried and hardened; directs Kiln Loaders, hoist or manually with resistance of Brick and Tile to load articles in kiln by helpers; examines products for cracks and piling them one above other; seals kiln discards defective products; closes kiln door with bricks and daubs brick with clay door and seals it with clay to prevent to prevent loss of heat, using trowel; escape of heat. May unload baked articles opens full valves and lights gas or oil, fires when kiln cools down to required using oil soaked stick or supervises its temperature. May feed fuel and fire kiln. firing according to firing schedule May assist Kilnman in regulating draught depending upon articles to be baked. to kiln chamber. Observes thermometer and action of pyrometric cones through peepholes or ISCO 08 Unit Group Details: removes objects from kiln with tongs and Code 8181 examines it to determine rate of burning; Title Glass and Ceramics Plant turns gas or oil valves and dampers to Operators adjust rate of burning or baking of objects; 8181.1900 closes fuel valves and fire-boxes, opens Bricklayer (Brick and Tile) kiln-crown holes and installs fans to cool objects. Instructs Kiln Loaders to unload Bricklayer (Brick and Tile) repairs and baked articles when kiln cools down to rebuilds tunnel, periodic, and shuttle kilns required temperature. May be designated used to burn tile, brick, and sewer pipe: according to type of kiln operated as DRY- Examines kilns after burning cycles to VOLUME II B 466",,,,"8181.1700 in kiln for baking. Stacks products such as Kilnman, Brick and Tile blocks, bricks, and roofing tile, in specified patterns in periodic kilns for burning; Kilnman, Brick and Tile; Kiln Burner; Baker spaces and levels setting rings in kiln to (Brick and Tile) controls periodic, field or facilitate circulation of air about products retort kilns to bake clay products, such as during burning; spreads sand on floor or brick, sewer pipe, clay refractories and setting rings to prevent cohesion of roofing tile to proper hardness. Checks products during burning; lifts and that articles for baking are sufficiently positions products on setting rings, using dried and hardened; directs Kiln Loaders, hoist or manually with resistance of Brick and Tile to load articles in kiln by helpers; examines products for cracks and piling them one above other; seals kiln discards defective products; closes kiln door with bricks and daubs brick with clay door and seals it with clay to prevent to prevent loss of heat, using trowel; escape of heat. May unload baked articles opens full valves and lights gas or oil, fires when kiln cools down to required using oil soaked stick or supervises its temperature. May feed fuel and fire kiln. firing according to firing schedule May assist Kilnman in regulating draught depending upon articles to be baked. to kiln chamber. Observes thermometer and action of pyrometric cones through peepholes or ISCO 08 Unit Group Details: removes objects from kiln with tongs and Code 8181 examines it to determine rate of burning; Title Glass and Ceramics Plant turns gas or oil valves and dampers to Operators adjust rate of burning or baking of objects; 8181.1900 closes fuel valves and fire-boxes, opens Bricklayer (Brick and Tile) kiln-crown holes and installs fans to cool objects. Instructs Kiln Loaders to unload Bricklayer (Brick and Tile) repairs and baked articles when kiln cools down to rebuilds tunnel, periodic, and shuttle kilns required temperature. May be designated used to burn tile, brick, and sewer pipe: according to type of kiln operated as DRY- Examines kilns after burning cycles to VOLUME II B 466"
8181.2,8181.2000 batches mixed during shift; keeps,"surroundings clean and tidy. May oil and Graduating Machine Operator clean machine. May feed furnace with (Glass) batch mixer. Graduating Machine Operator (Glass); ISCO 08 Unit Group Details: Graduator, Glass sets and operates Code 8181 graduating machine to scratch Title Glass and Ceramics Plant measurements on wax-coated glass Operators measuring appliances or apparatus. Places apparatus in position on machine;","8181.2000 batches mixed during shift; keeps surroundings clean and tidy. May oil and Graduating Machine Operator clean machine. May feed furnace with (Glass) batch mixer. Graduating Machine Operator (Glass); ISCO 08 Unit Group Details: Graduator, Glass sets and operates Code 8181 graduating machine to scratch Title Glass and Ceramics Plant measurements on wax-coated glass Operators measuring appliances or apparatus. Places apparatus in position on machine;",,,,"8181.2000 batches mixed during shift; keeps surroundings clean and tidy. May oil and Graduating Machine Operator clean machine. May feed furnace with (Glass) batch mixer. Graduating Machine Operator (Glass); ISCO 08 Unit Group Details: Graduator, Glass sets and operates Code 8181 graduating machine to scratch Title Glass and Ceramics Plant measurements on wax-coated glass Operators measuring appliances or apparatus. Places apparatus in position on machine;"
8181.22,8181.2200,"calculates gear combinations to obtain Abrasive Mixer specified graduating intervals on apparatus, and sets machine accordingly; starts and operates machine to cut or Abrasive Mixer tends mixing machine to scratch graduations on apparatus; stops make abrasive compounds for use in machine and readjusts graduating making, grinding, polishing and buffing intervals to ensure proper graduation. wheels and hones. Calculates amount of grit, clay and adhesive required according ISCO 08 Unit Group Details: to formulas. Weighs out ingredients, dumps them into mixing machine and Code 8181 starts mixing machine. Feels mixture and Title Glass and Ceramics Plant adds water and resins until specified Operators consistency is attained. Scoops mixed compound into oscillating sieve to screen","8181.2200 calculates gear combinations to obtain Abrasive Mixer specified graduating intervals on apparatus, and sets machine accordingly; starts and operates machine to cut or Abrasive Mixer tends mixing machine to scratch graduations on apparatus; stops make abrasive compounds for use in machine and readjusts graduating making, grinding, polishing and buffing intervals to ensure proper graduation. wheels and hones. Calculates amount of grit, clay and adhesive required according ISCO 08 Unit Group Details: to formulas. Weighs out ingredients, dumps them into mixing machine and Code 8181 starts mixing machine. Feels mixture and Title Glass and Ceramics Plant adds water and resins until specified Operators consistency is attained. Scoops mixed compound into oscillating sieve to screen",,,,"8181.2200 calculates gear combinations to obtain Abrasive Mixer specified graduating intervals on apparatus, and sets machine accordingly; starts and operates machine to cut or Abrasive Mixer tends mixing machine to scratch graduations on apparatus; stops make abrasive compounds for use in machine and readjusts graduating making, grinding, polishing and buffing intervals to ensure proper graduation. wheels and hones. Calculates amount of grit, clay and adhesive required according ISCO 08 Unit Group Details: to formulas. Weighs out ingredients, dumps them into mixing machine and Code 8181 starts mixing machine. Feels mixture and Title Glass and Ceramics Plant adds water and resins until specified Operators consistency is attained. Scoops mixed compound into oscillating sieve to screen"
8181.21,8181.2100,"out lumps and oversized granules. Dumps Batch Mixer (Glass) compound into barrels for further processing. Records quantities of Batch Mixer; Mixingman (Glass) weighs ingredients used in each mix. May operate ingredients such as sand, soda, potash, mixing machine for making ceramics and cullet (waste glass) in prescribed like products. quantities and mixes them in revolving drum for melting into glass. Collects ISCO 08 Unit Group Details: required ingredients such as sand, soda, VOLUME II B 467","8181.2100 out lumps and oversized granules. Dumps Batch Mixer (Glass) compound into barrels for further processing. Records quantities of Batch Mixer; Mixingman (Glass) weighs ingredients used in each mix. May operate ingredients such as sand, soda, potash, mixing machine for making ceramics and cullet (waste glass) in prescribed like products. quantities and mixes them in revolving drum for melting into glass. Collects ISCO 08 Unit Group Details: required ingredients such as sand, soda, VOLUME II B 467",,,,"8181.2100 out lumps and oversized granules. Dumps Batch Mixer (Glass) compound into barrels for further processing. Records quantities of Batch Mixer; Mixingman (Glass) weighs ingredients used in each mix. May operate ingredients such as sand, soda, potash, mixing machine for making ceramics and cullet (waste glass) in prescribed like products. quantities and mixes them in revolving drum for melting into glass. Collects ISCO 08 Unit Group Details: required ingredients such as sand, soda, VOLUME II B 467"
